product_id,title,product_type,moissanite,variants,price_min,price_max,sku,admin_url,handle,similar_live_product,similar_live_url
9920760021240,6.35 ct DEW Certified Round Cut White Solitaire Moissanite Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00419,https://admin.shopify.com/store/vbvidr-u9/products/9920760021240,635ct-certified-round-cut-white-solitaire-moissanite-gold-vermeil-ring,6.35 ct DEW Off White Round Moissanite Ring – Shine Gift for Women 18K Gold Plated Verm 18K Gold Plated,https://gemhub.in/products/6-35-ct-off-white-round-diamond-ring-shine-gift-for-women-18k-gold-plated-verm
9920763461880,6.50 ct DEW Certified Radiant Cut White Moissanite Solitaire Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00402,https://admin.shopify.com/store/vbvidr-u9/products/9920763461880,650-ct-certified-radiant-cut-white-moissanite-solitaire-gold-vermeil-ring,6.5ct DEW White Moissanite Radiant Solitaire Ring,https://gemhub.in/products/65-ct-white-moissanite-radiant-solitaire-ring-925-sterling-silver-gold-vermeil
9920687243512,6.60 ct DEW Certified Round Cut White Moissanite Solitaire Ring Gold Vermeil,Rings,Yes,1,15599.99,15599.99,GH-MOI-00434,https://admin.shopify.com/store/vbvidr-u9/products/9920687243512,660-ct-certified-round-cut-white-moissanite-solitaire-ring-gold-vermeil,6.6ct DEW White Moissanite Round Solitaire Ring,https://gemhub.in/products/66-ct-white-moissanite-round-solitaire-ring-925-sterling-silver-gold-vermeil
9920763166968,6.65 ct DEW Round Cut White Moissanite Solitaire Ring In Gold Vermeil Certified,Rings,Yes,1,15599.99,15599.99,GH-MOI-00404,https://admin.shopify.com/store/vbvidr-u9/products/9920763166968,665-ct-round-cut-white-moissanite-solitaire-ring-in-gold-vermeil-certified,6.65 ct DEW Round Cut White Treated Moissanite Solitaire Ring Certified 18K Gold Plated,https://gemhub.in/products/6-65-ct-round-cut-white-treated-diamond-solitaire-ring-certified-18k-gold-plated
9920685441272,6.70 ct DEW Certified Emerald Cut Champagne Moissanite Solitaire Ring Gold Vermeil,Rings,Yes,1,15599.99,15599.99,GH-MOI-00462,https://admin.shopify.com/store/vbvidr-u9/products/9920685441272,670-ct-certified-emerald-cut-champagne-moissanite-solitaire-ring-gold-vermeil,,
9920767328504,6.70 ct DEW Certified Heart Cut Moissanite Gold Vermeil Ring For Engagement,Rings,Yes,1,15599.99,15599.99,GH-MOI-00386,https://admin.shopify.com/store/vbvidr-u9/products/9920767328504,670-ct-certified-heart-cut-moissanite-gold-vermeil-ring-for-engagement,,
9920758022392,6.70 ct DEW Certified Heart Cut Solitaire White Moissanite Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00429,https://admin.shopify.com/store/vbvidr-u9/products/9920758022392,670-ct-certified-heart-cut-solitaire-white-moissanite-gold-vermeil-ring,6.7ct DEW White Moissanite Heart Solitaire Ring,https://gemhub.in/products/67-ct-white-moissanite-heart-solitaire-ring-925-sterling-silver-gold-vermeil-2
9920684589304,7.00 ct DEW Certified Cushion Cut Blue Moissanite Solitaire Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00475,https://admin.shopify.com/store/vbvidr-u9/products/9920684589304,700ct-certified-cushion-cut-blue-moissanite-solitaire-gold-vermeil-ring,7.00 ct DEW Cushion Cut Blue Moissanite Ring Gift for Her Anniversary 18K Gold Plated V 18K Gold Plated,https://gemhub.in/products/7-00-ct-cushion-cut-blue-diamond-ring-gift-for-her-anniversary-18k-gold-plated-v
9920684163320,7.20 ct DEW EGL Certified Heart Cut Solitaire White Moissanite Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00482,https://admin.shopify.com/store/vbvidr-u9/products/9920684163320,720-ct-egl-certified-heart-cut-solitaire-white-moissanite-gold-vermeil-ring,7.2ct DEW White Moissanite Heart Solitaire Ring,https://gemhub.in/products/72-ct-white-moissanite-heart-solitaire-ring-925-sterling-silver-gold-vermeil
9920762970360,7.30 ct DEW Certified Emerald Cut Solitaire White Moissanite Gold Vermeil Ring,Rings,Yes,1,15599.99,15599.99,GH-MOI-00405,https://admin.shopify.com/store/vbvidr-u9/products/9920762970360,730-ct-certified-emerald-cut-solitaire-white-moissanite-gold-vermeil-ring,7.3ct DEW White Moissanite Emerald Solitaire Ring,https://gemhub.in/products/73-ct-white-moissanite-emerald-solitaire-ring-925-sterling-silver-gold-vermeil
